"start_position","end_position","chou_fasman","emini","kolaskar_tongaonkar","parker","isoelectric_point","aromaticity","hydrophobicity","stability","target"
136,150,0.98,0.424,1.079,0.273,5.14324951171875,0.0695187165775401,0.0660427807486631,25.6524064171123,"1"
587,596,1.02,0.951,0.99,2.83,5.87799072265625,0.0772251308900523,-0.600130890052354,31.6145287958116,"1"
1976,1987,1.083,1.967,1.002,2.142,4.41571044921875,0.119188503803888,-0.318258664412509,36.5207016060865,"1"
406,413,1.085,1.218,1.032,0.925,5.64471435546875,0.070298769771529,-0.312478031634447,28.0673110720562,"1"
186,195,1.004,0.214,0.984,0.36,8.45770263671875,0.0588235294117647,-0.447478991596639,19.3100840336134,"1"
330,344,0.873,1.016,1.095,1.607,4.86273193359375,0.0670670670670671,-0.203803803803804,33.9017017017019,"1"
427,437,1.023,0.214,1.057,1.245,9.19207763671875,0.0991189427312775,-0.394933920704846,55.1176211453745,"1"
7,21,0.99,3.061,0.957,3.22,4.84832763671875,0.0296296296296296,-0.0907407407407409,28.8675925925926,"1"
111,125,0.965,1.121,1.003,1.96,4.84832763671875,0.0296296296296296,-0.0907407407407409,28.8675925925926,"1"
19,27,1.432,0.952,0.922,6.222,8.34661865234375,0.0238095238095238,-0.402380952380953,18.7761904761905,"1"
118,127,1.006,0.644,1.05,-0.14,6.29486083984375,0.0894736842105263,-0.287368421052632,54.2126315789474,"1"
184,198,1.109,2.472,0.994,2.507,5.14324951171875,0.0695187165775401,0.0660427807486631,25.6524064171123,"1"
156,170,0.936,0.088,1.063,1.073,10.1137084960938,0.0687203791469194,-1.02654028436019,52.2801421800948,"1"
51,64,1.074,0.356,1.015,2.543,9.22698974609375,0.0582417582417582,-0.146593406593407,34.9858351648353,"1"
221,230,1.23,0.282,1.022,2.55,9.94085693359375,0.0503432494279176,-1.83981693363844,79.5096109839819,"1"
622,636,0.873,0.011,1.131,-2.16,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
1,15,1.091,0.206,1.031,0.807,6.10931396484375,0.128712871287129,-0.4,46.5752475247525,"1"
261,275,1.097,4.21,0.977,3.487,8.58111572265625,0.0905432595573441,-0.424144869215292,35.7809255533199,"1"
111,122,1.106,0.367,1.012,2.8,6.09088134765625,0.0980392156862745,-0.226143790849673,24.6183006535948,"1"
198,212,1.248,0.165,1.05,4.96,4.97991943359375,0.0857142857142857,-0.442571428571429,26.1548571428571,"1"
139,150,1.029,3.105,0.927,2.992,5.08135986328125,0.0666666666666667,-0.300380952380952,43.7693333333334,"1"
115,129,0.914,0.321,1.063,-0.72,4.92401123046875,0.0985915492957747,-0.169014084507042,27.5788732394366,"1"
1579,1590,0.837,0.139,1.097,0.108,5.40362548828125,0.0910404624277457,-0.275505780346821,53.7633959537575,"1"
380,391,1.153,1.436,0.977,3.367,5.49578857421875,0.0956521739130435,-0.123695652173913,32.1848260869565,"1"
505,518,1.094,0.638,0.96,2.457,8.27288818359375,0.0724907063197026,-0.189591078066915,30.4420260223048,"1"
31,45,0.94,0.317,1.056,0.04,6.30523681640625,0.085,-0.2235,31.60705,"1"
41,49,1.006,1.55,1.058,1.489,5.22650146484375,0.0737051792828685,0.0163346613545817,14.6733067729084,"1"
117,128,0.912,0.449,1.046,-0.367,6.17926025390625,0.096551724137931,-0.473103448275862,29.4765517241379,"1"
259,271,0.99,1.878,1.005,2.346,5.71893310546875,0.0712945590994372,-0.190056285178236,34.8493621013133,"1"
172,183,1.104,3.259,1.005,2.017,6.44781494140625,0.100854700854701,-0.201196581196582,43.1133333333334,"1"
205,219,1.057,0.097,1.11,0.38,9.19354248046875,0.0594059405940594,-0.248019801980198,53.1881683168317,"1"
10,24,1.014,0.399,1.018,1.24,6.30523681640625,0.085,-0.2235,31.60705,"1"
128,142,0.999,1.033,1.005,2.72,6.75860595703125,0.0957854406130268,-0.322605363984675,45.1034865900383,"1"
211,223,0.975,1.733,1.032,4.138,5.36810302734375,0.0327380952380952,-0.375297619047619,36.4925595238095,"1"
31,42,1.065,1.037,0.997,0.417,5.00408935546875,0.127090301003344,-0.398327759197324,31.7257525083612,"1"
929,943,0.993,0.077,1.012,-0.22,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
92,99,1.21,0.899,0.976,5.9,4.25592041015625,0.0386266094420601,-1.21759656652361,54.7918454935623,"1"
48,59,1.099,5.849,0.998,4.017,6.38580322265625,0.100778744846541,-0.209940448923499,39.7994640403118,"1"
165,172,0.971,0.375,0.997,0.912,5.55548095703125,0.0749063670411985,-0.717228464419475,40.8243445692884,"1"
139,148,0.989,0.252,1.052,0.73,5.62103271484375,0.0852904820766378,-0.635970333745363,42.2872682323858,"1"
17,31,1.121,2.4,0.936,5.933,6.79132080078125,0.063508064516129,-0.825907258064518,74.1543346774198,"1"
31,45,1.068,0.287,1.043,2.6,4.74932861328125,0.0362694300518135,0.309326424870466,30.1497409326425,"1"
80,94,1.259,1.795,0.939,5.4,7.61944580078125,0.076555023923445,-1.69569377990431,57.2665071770335,"1"
116,125,1.012,0.751,1.047,0.99,6.29486083984375,0.0894736842105263,-0.287368421052632,54.2126315789474,"1"
7,18,1.168,1.491,1.027,3.883,6.61541748046875,0.0711743772241993,-1.14733096085409,121.719572953737,"1"
3,12,1.215,1.411,1.075,3.06,7.96990966796875,0.0666666666666667,-0.753333333333334,137.046666666667,"1"
101,115,0.934,0.61,1.075,0,4.98028564453125,0.0934579439252336,-0.481308411214953,56.0234579439252,"1"
252,263,0.913,0.022,1.098,-0.192,6.61541748046875,0.0711743772241993,-1.14733096085409,121.719572953737,"1"
131,135,0.918,1.106,1.03,3.86,7.95916748046875,0.0525502318392581,-0.0913446676970637,47.9253477588873,"1"
17,31,1.114,0.25,1.097,-0.507,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
441,455,0.965,0.463,1.087,-0.58,8.77899169921875,0.0545454545454545,0.154909090909091,43.0561818181819,"1"
110,119,0.922,1.499,0.984,3.08,6.29486083984375,0.0894736842105263,-0.287368421052632,54.2126315789474,"1"
827,834,0.86,1.769,0.974,0.438,5.07562255859375,0.0976948408342481,0.213282107574095,48.2242700329311,"1"
476,490,1.042,0.269,1.128,0.253,6.79132080078125,0.063508064516129,-0.825907258064518,74.1543346774198,"1"
291,304,0.911,0.382,1.068,1.5,9.21453857421875,0.0778210116731518,-0.269844357976654,36.55546692607,"1"
745,752,0.954,0.829,0.994,1.8,6.46405029296875,0.0792316926770708,-0.252941176470587,41.0604021608646,"1"
664,670,1.039,0.927,1.006,1.014,8.70050048828125,0.0841829303815904,-0.165249053306146,35.6919662103119,"1"
514,524,1.078,1.85,0.968,2.755,9.33221435546875,0.0817901234567901,-0.391666666666666,51.8550925925928,"1"
151,165,1.003,0.178,1.009,1.84,6.79132080078125,0.063508064516129,-0.825907258064518,74.1543346774198,"1"
200,214,0.892,0.658,1.05,-0.493,6.77069091796875,0.0925553319919517,-0.0311871227364185,44.633601609658,"1"
33,47,0.955,0.431,1.021,1.733,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
158,165,1.164,0.933,0.952,5.363,4.25592041015625,0.0386266094420601,-1.21759656652361,54.7918454935623,"1"
87,98,0.927,0.602,1.07,0.375,8.91107177734375,0.090625,0.0915625000000002,27.5959375,"1"
388,402,1.035,0.108,1.083,1.987,8.77899169921875,0.0545454545454545,0.154909090909091,43.0561818181819,"1"
153,167,0.915,0.482,1.055,1.387,5.71563720703125,0.0694006309148265,0.0403785488958991,36.4946372239747,"1"
171,180,0.938,0.22,1.066,1.59,9.12689208984375,0.092274678111588,0.112660944206009,36.4693347639485,"1"
595,604,0.957,1.056,0.999,0.58,5.87408447265625,0.109120521172638,-0.15,42.4009934853421,"1"
98,106,1.014,3.244,0.986,1.967,8.71148681640625,0.144404332129964,0.546931407942238,18.5841516245487,"1"
679,688,0.939,0.992,1.041,3.26,5.62103271484375,0.0852904820766378,-0.635970333745363,42.2872682323858,"1"
49,63,0.913,0.029,1.022,1.393,4.42291259765625,0.0347826086956522,-0.237391304347826,53.6426086956522,"1"
301,310,1.065,1.279,0.988,2.74,8.54876708984375,0.104950495049505,-0.347128712871287,36.5673663366336,"1"
220,230,0.955,0.425,1.073,0.5,5.47552490234375,0.0478260869565217,-0.606086956521739,60.0213043478261,"1"
2,9,1.151,2.488,1.039,2.913,8.71551513671875,0.0703125,0.0710937500000001,49.101171875,"1"
446,460,1.027,0.359,1.052,0.453,8.77899169921875,0.0545454545454545,0.154909090909091,43.0561818181819,"1"
206,215,0.973,0.278,1.116,-0.95,5.25738525390625,0.0625,-0.154017857142857,94.1218750000001,"1"
31,43,1.101,3.529,0.966,2.408,7.65179443359375,0.0788804071246819,-0.124173027989822,57.9850127226463,"1"
416,430,1.1,2.23,1.029,1.427,6.79132080078125,0.063508064516129,-0.825907258064518,74.1543346774198,"1"
269,283,0.849,0.093,1.104,0.64,5.71563720703125,0.0694006309148265,0.0403785488958991,36.4946372239747,"1"
1,12,1.189,1.28,0.933,2.533,6.66546630859375,0.0510725229826353,-0.302860061287027,56.0046067415733,"1"
671,680,0.99,1.35,0.991,3.63,5.62103271484375,0.0852904820766378,-0.635970333745363,42.2872682323858,"1"
1,11,0.97,0.529,0.997,1.818,11.1992797851562,0.025,-0.370833333333333,46.68,"1"
390,404,0.958,1.078,1.047,1.34,9.19354248046875,0.0594059405940594,-0.248019801980198,53.1881683168317,"1"
104,108,1.13,0.746,0.905,0,6.21270751953125,0.0650224215246637,-0.191031390134529,29.3764798206278,"1"
63,72,1.057,2.167,0.981,2.92,4.93121337890625,0.0561797752808989,-0.00955056179775289,40.1202247191011,"1"
578,592,1.007,1.047,0.976,1.667,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
168,175,1.167,0.169,1.021,-0.462,9.83160400390625,0.0709219858156028,-0.438652482269503,56.5280496453901,"1"
551,565,0.828,0.303,0.987,2.233,6.08270263671875,0.107482993197279,-0.748571428571427,41.2612380952382,"1"
104,113,1.08,0.75,1.012,1.91,8.66656494140625,0.0806451612903226,-0.199193548387097,38.9741935483871,"1"
17,24,0.982,1.547,1.078,2.363,5.91156005859375,0.0782241014799154,-0.240380549682875,46.9374418604651,"1"
76,87,0.891,1.237,0.986,-0.033,6.30523681640625,0.085,-0.2235,31.60705,"1"
69,78,0.872,2.364,0.908,4,9.94085693359375,0.0503432494279176,-1.83981693363844,79.5096109839819,"1"
365,376,1.072,0.293,0.933,2.067,9.33306884765625,0.0784313725490196,-1.29045751633987,45.7371372549021,"1"
167,181,1.119,0.265,1.008,-0.1,6.79132080078125,0.063508064516129,-0.825907258064518,74.1543346774198,"1"
261,270,1.166,0.343,1.019,3.39,9.22698974609375,0.0582417582417582,-0.146593406593407,34.9858351648353,"1"
364,378,1.083,1.623,0.986,2.76,6.34271240234375,0.100694444444444,-0.152604166666667,39.0305555555556,"1"
371,382,0.838,0.138,1.053,-0.908,5.19390869140625,0.0854922279792746,-0.00103626943005179,37.1085751295337,"1"
3,7,1.224,0.368,1.146,2.8,7.96990966796875,0.0666666666666667,-0.753333333333334,137.046666666667,"1"
37,44,1.085,2.14,1.015,2.175,8.71551513671875,0.0703125,0.0710937500000001,49.101171875,"1"
137,148,1.089,6.021,0.954,4.625,6.09088134765625,0.0980392156862745,-0.226143790849673,24.6183006535948,"1"
115,126,1.135,18.269,0.966,3.167,6.66546630859375,0.0510725229826353,-0.302860061287027,56.0046067415733,"1"
61,72,0.913,0.709,1.022,1.325,6.17926025390625,0.096551724137931,-0.473103448275862,29.4765517241379,"1"
197,202,0.883,0.142,1.081,-2.033,9.86859130859375,0.0373831775700935,-1.35794392523364,78.1976635514018,"1"
166,180,0.879,0.392,1.012,1.233,8.67657470703125,0.0824858757062147,-0.606214689265535,46.9075819209042,"1"
33,42,0.716,0.077,1.133,-0.19,8.45770263671875,0.0588235294117647,-0.447478991596639,19.3100840336134,"1"
37,51,0.947,3.315,0.978,2.2,5.71563720703125,0.0694006309148265,0.0403785488958991,36.4946372239747,"1"
33,47,0.969,0.055,1.043,-0.313,4.25946044921875,0.0526315789473684,0.109649122807017,55.9271929824561,"1"
253,264,0.827,0.105,1.098,-0.317,5.70257568359375,0.031413612565445,-0.0764397905759165,30.1931937172775,"1"
86,99,1.03,2.963,0.943,4.829,6.77557373046875,0.04,-0.4496,31.1936,"1"
85,99,1.189,0.389,1.037,2.533,4.92401123046875,0.0985915492957747,-0.169014084507042,27.5788732394366,"1"
13,20,1.311,1.302,0.957,3.95,5.55364990234375,0.0602409638554217,-0.507530120481928,31.7201807228916,"1"
56,67,0.999,0.927,1.021,1.083,5.02020263671875,0.075187969924812,-0.106015037593985,26.3992481203007,"1"
174,184,1.373,0.145,0.925,5.309,6.87261962890625,0.0527426160337553,-0.482911392405064,56.7329113924052,"1"
79,93,0.955,1.5,1,1,6.30523681640625,0.085,-0.2235,31.60705,"1"
51,65,1.066,0.53,1.061,3.72,6.90985107421875,0.0981256890848953,-0.330540242557883,35.6312127894158,"1"
381,390,0.93,0.526,0.989,-0.57,6.03094482421875,0.0726141078838174,-0.205809128630706,43.0942116182573,"1"
748,755,1.107,0.391,1.087,1.587,5.10919189453125,0.108459869848156,0.123427331887202,32.5998843094723,"1"
170,176,0.917,0.284,1.072,0.929,9.52679443359375,0.0815217391304348,-0.826086956521739,41.7521739130434,"1"
224,231,0.921,0.343,1.03,1.5,5.33734130859375,0.0954446854663774,-0.377223427331887,38.8731019522777,"1"
466,480,0.972,0.236,1.032,1.553,6.90985107421875,0.0981256890848953,-0.330540242557883,35.6312127894158,"1"
33,40,1.083,1.511,1.001,3.463,6.75860595703125,0.0957854406130268,-0.322605363984675,45.1034865900383,"1"
246,260,0.973,0.092,1.04,1.72,6.90985107421875,0.0981256890848953,-0.330540242557883,35.6312127894158,"1"
233,247,0.848,0.394,1.071,-1.167,8.71551513671875,0.0703125,0.0710937500000001,49.101171875,"1"
73,82,0.806,0.607,0.979,3.78,9.94085693359375,0.0503432494279176,-1.83981693363844,79.5096109839819,"1"
92,97,1.105,0.503,1.052,1.4,11.2445678710938,0.0871794871794872,-1.01692307692308,54.9169230769231,"1"
583,592,1.067,4.969,0.891,5.38,6.74053955078125,0.1,-0.704124999999999,33.1816250000001,"1"
142,156,0.916,2.72,1.012,2.653,4.93121337890625,0.0561797752808989,-0.00955056179775289,40.1202247191011,"1"
869,875,0.813,0.48,1.135,-2.971,5.07562255859375,0.0976948408342481,0.213282107574095,48.2242700329311,"1"
126,133,1.145,7.431,0.896,7.575,8.62274169921875,0.0210084033613445,-0.93529411764706,31.3651260504202,"1"
95,102,0.927,0.249,1.123,-0.225,5.20745849609375,0.0628571428571429,-0.271238095238095,48.9590476190477,"1"
116,130,0.78,0.043,1.114,0.38,8.77899169921875,0.0545454545454545,0.154909090909091,43.0561818181819,"1"
123,132,0.924,7.196,0.897,4.61,5.10198974609375,0.0706106870229008,-0.302099236641221,41.707251908397,"1"
902,910,0.98,1.781,0.992,3.333,5.07562255859375,0.0976948408342481,0.213282107574095,48.2242700329311,"1"
172,181,1.059,0.261,1.115,-0.16,5.25738525390625,0.0625,-0.154017857142857,94.1218750000001,"1"
162,169,1.248,0.707,0.993,0.475,9.83160400390625,0.0709219858156028,-0.438652482269503,56.5280496453901,"1"
50,64,1.02,0.962,1.019,1.3,6.09088134765625,0.0980392156862745,-0.226143790849673,24.6183006535948,"1"
857,871,1.045,1.455,1.06,2.113,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
285,299,0.833,0.568,1.041,2.747,5.71563720703125,0.0694006309148265,0.0403785488958991,36.4946372239747,"1"
37,51,0.905,0.045,1.069,-1.307,4.25946044921875,0.0526315789473684,0.109649122807017,55.9271929824561,"1"
530,544,0.974,0.516,1.021,0.293,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
115,129,1.089,1.336,0.984,2.6,4.85687255859375,0.0318181818181818,0.187727272727273,30.4981818181818,"1"
133,147,0.867,0.601,1.009,0.767,5.71563720703125,0.0694006309148265,0.0403785488958991,36.4946372239747,"1"
391,400,0.92,0.469,0.955,3.18,6.74053955078125,0.1,-0.704124999999999,33.1816250000001,"1"
432,437,1.197,0.847,0.97,4.017,9.19207763671875,0.0991189427312775,-0.394933920704846,55.1176211453745,"1"
653,660,1.084,0.136,1.077,1.7,5.56207275390625,0.11792828685259,-0.0450199203187254,32.4188207171316,"1"
124,138,0.879,0.347,1.075,0.46,6.30523681640625,0.085,-0.2235,31.60705,"1"
233,242,0.92,0.381,1.019,1.38,5.62103271484375,0.0852904820766378,-0.635970333745363,42.2872682323858,"1"
248,262,0.977,1.883,0.984,0.547,6.79132080078125,0.063508064516129,-0.825907258064518,74.1543346774198,"1"
155,162,1.145,0.438,1.063,3.788,5.33734130859375,0.0954446854663774,-0.377223427331887,38.8731019522777,"1"
63,72,0.858,2.891,0.867,4.59,9.94085693359375,0.0503432494279176,-1.83981693363844,79.5096109839819,"1"
226,240,1.05,0.992,1.015,1.853,6.90985107421875,0.0981256890848953,-0.330540242557883,35.6312127894158,"1"
109,121,0.974,12.578,0.943,5.654,4.61468505859375,0.0663507109004739,-0.353554502369669,46.8052132701422,"1"
1001,1013,0.852,0.467,1.019,1.392,5.80352783203125,0.0809484873262469,-0.239656582174979,45.4094276369586,"1"
122,130,1.11,2.814,1.011,3.2,6.54608154296875,0.0783410138248848,-0.00138248847926267,32.5129032258065,"1"
166,175,1.002,1.733,1.056,0.82,4.98028564453125,0.0934579439252336,-0.481308411214953,56.0234579439252,"1"
501,515,1.197,4.42,0.937,5.84,4.97869873046875,0.0690121786197564,-0.691474966170501,50.3108389715834,"1"
109,123,1.016,0.105,1.041,2.733,10.3943481445312,0.0511363636363636,-0.417045454545455,47.9579545454545,"1"
275,284,0.831,1.993,1.009,2.3,5.87408447265625,0.109120521172638,-0.15,42.4009934853421,"1"
865,870,0.852,0.551,1.121,-1.767,5.07562255859375,0.0976948408342481,0.213282107574095,48.2242700329311,"1"
398,412,1.046,2.39,1.088,0.907,5.11212158203125,0.0448430493273543,0.148430493273542,41.9809417040359,"1"
56,65,0.773,0.358,1.018,-0.37,8.66656494140625,0.0806451612903226,-0.199193548387097,38.9741935483871,"1"
279,288,1.027,0.705,0.998,2.34,5.35858154296875,0.112540192926045,-0.811736334405143,37.0196302250804,"1"
82,89,1.412,1.381,0.942,6.788,4.25592041015625,0.0386266094420601,-1.21759656652361,54.7918454935623,"1"
69,77,0.83,0.129,1.071,-1.433,5.22650146484375,0.0737051792828685,0.0163346613545817,14.6733067729084,"1"
196,206,1.04,0.39,1.049,0.755,5.71563720703125,0.0694006309148265,0.0403785488958991,36.4946372239747,"1"
51,60,0.899,1.112,1.058,1.83,8.44927978515625,0.0879828326180258,-0.164592274678112,22.3974248927039,"1"
110,124,0.921,0.498,1.071,1.52,7.64166259765625,0.112781954887218,-0.206766917293233,48.9218796992481,"1"
29,37,1.002,0.969,1.012,1.889,5.22650146484375,0.0737051792828685,0.0163346613545817,14.6733067729084,"1"
149,160,0.941,2.883,0.947,2.967,7.68878173828125,0.0685714285714286,-0.267428571428572,25.1011428571429,"1"
28,42,1.01,0.762,1.007,3.633,6.51910400390625,0.095575221238938,-0.36424778761062,36.7862300884956,"1"
36,45,0.828,0.21,1.082,-2.22,4.98028564453125,0.0934579439252336,-0.481308411214953,56.0234579439252,"1"
60,73,0.924,0.677,1.015,2.671,5.22674560546875,0.0926966292134832,-0.134269662921348,32.6550561797753,"1"
121,129,1.056,1.367,1.038,1.733,6.54608154296875,0.0783410138248848,-0.00138248847926267,32.5129032258065,"1"
45,53,0.907,0.877,1.067,1.522,5.22650146484375,0.0737051792828685,0.0163346613545817,14.6733067729084,"1"
163,174,0.802,0.528,1.027,1.983,5.70257568359375,0.031413612565445,-0.0764397905759165,30.1931937172775,"1"
150,163,1.234,4.539,0.983,3.664,10.0413208007812,0.0267558528428094,-0.824749163879598,27.7722408026756,"1"
345,354,1.12,0.058,1.035,1.78,5.87799072265625,0.0772251308900523,-0.600130890052354,31.6145287958116,"1"
166,173,1.136,1.23,1.03,4.288,7.50946044921875,0.106951871657754,-0.212299465240642,29.7478877005348,"1"
97,108,0.94,0.201,1.003,1.175,6.30523681640625,0.085,-0.2235,31.60705,"1"
130,140,0.955,10.228,0.977,2.509,8.96173095703125,0.182254196642686,0.912709832134294,29.7403117505995,"1"
102,110,1.167,0.188,0.968,2.811,11.1992797851562,0.025,-0.370833333333333,46.68,"1"
279,293,0.986,0.791,0.968,1.933,5.04351806640625,0.0348623853211009,-0.154678899082569,28.128623853211,"1"
647,653,1.11,1.885,1.009,0.714,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
291,305,0.929,0.299,1.077,0.433,8.77899169921875,0.0545454545454545,0.154909090909091,43.0561818181819,"1"
142,151,0.838,0.692,1.017,1.16,4.98028564453125,0.0934579439252336,-0.481308411214953,56.0234579439252,"1"
1,15,0.997,0.23,1.004,0.753,6.08270263671875,0.107482993197279,-0.748571428571427,41.2612380952382,"1"
191,200,1.047,0.385,0.944,0.95,8.45770263671875,0.0588235294117647,-0.447478991596639,19.3100840336134,"1"
131,142,1.098,0.906,0.97,2.267,5.00408935546875,0.127090301003344,-0.398327759197324,31.7257525083612,"1"
388,402,1.06,0.241,1.047,0.74,6.08270263671875,0.107482993197279,-0.748571428571427,41.2612380952382,"1"
586,594,0.732,1.217,1.022,1.644,8.70257568359375,0.0813679245283019,-0.203183962264151,33.8444870283021,"1"
93,107,0.905,0.045,1.067,1.14,9.19354248046875,0.0594059405940594,-0.248019801980198,53.1881683168317,"1"
55,66,1.211,2.584,0.986,4.408,6.44781494140625,0.100854700854701,-0.201196581196582,43.1133333333334,"1"
341,355,1.017,0.356,1.097,0.1,8.77899169921875,0.0545454545454545,0.154909090909091,43.0561818181819,"1"
586,594,0.732,1.217,1.022,1.644,8.70257568359375,0.0813679245283019,-0.203183962264151,33.8444870283021,"1"
311,325,1.025,0.467,1.053,0.647,5.78045654296875,0.0479744136460554,-0.635820895522389,64.4523560767594,"1"
658,672,0.966,0.141,1.05,0.913,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
483,490,0.874,4.657,0.962,1.538,8.27288818359375,0.0724907063197026,-0.189591078066915,30.4420260223048,"1"
5,14,1.14,8.009,0.949,5.69,5.02740478515625,0.0666666666666667,-0.662051282051283,49.8728205128205,"1"
97,111,1.103,2.889,0.903,5.573,4.25946044921875,0.0526315789473684,0.109649122807017,55.9271929824561,"1"
484,498,1.197,3.051,1.049,2.587,6.79132080078125,0.063508064516129,-0.825907258064518,74.1543346774198,"1"
77,91,1.004,1.091,1.037,2.793,5.25042724609375,0.0693877551020408,-0.528571428571429,62.28,"1"
120,134,1.043,1.107,1.006,3.153,6.09088134765625,0.0980392156862745,-0.226143790849673,24.6183006535948,"1"
25,32,1.015,1.769,0.929,5.137,7.68133544921875,0.116731517509728,-0.654085603112841,39.544747081712,"1"
121,133,0.805,0.606,1.039,0.038,5.48321533203125,0.106617647058824,0.00772058823529422,25.6217647058823,"1"
31,40,0.825,0.142,1.11,-0.1,8.45770263671875,0.0588235294117647,-0.447478991596639,19.3100840336134,"1"
129,140,1.325,1.007,0.92,4.55,5.36297607421875,0.0428211586901763,-1.24911838790932,17.6544080604534,"1"
345,353,0.993,1.391,0.99,4.244,5.22650146484375,0.0737051792828685,0.0163346613545817,14.6733067729084,"1"
91,95,1.232,1.546,0.933,2.24,5.60675048828125,0.108459869848156,0.280694143167028,29.8299566160521,"1"
318,332,0.95,0.391,1.083,0.993,6.49957275390625,0.0913120567375887,-0.169680851063829,45.1182180851066,"1"
56,69,0.867,0.421,1.003,1.486,6.77557373046875,0.04,-0.4496,31.1936,"1"
45,56,0.878,0.306,1.108,-0.15,5.45159912109375,0.133928571428571,-0.0321428571428571,37.1594196428571,"1"
187,196,1.176,11.164,0.936,5.8,5.87799072265625,0.0772251308900523,-0.600130890052354,31.6145287958116,"1"
275,289,1.051,1.343,1.016,2.133,7.63787841796875,0.083756345177665,-0.142893401015229,61.1096700507615,"1"
122,132,0.906,1.043,0.995,2.364,6.62164306640625,0.106060606060606,-0.573484848484848,32.7818181818182,"1"
161,165,1.016,0.703,1.018,2.22,5.81036376953125,0.103274559193955,-0.143828715365239,40.2732997481108,"1"
289,297,0.997,0.337,0.992,1.322,5.22650146484375,0.0737051792828685,0.0163346613545817,14.6733067729084,"1"
251,265,0.923,0.669,1.037,0.627,6.90985107421875,0.0981256890848953,-0.330540242557883,35.6312127894158,"1"
46,52,1.253,0.332,1.01,5.243,4.31304931640625,0.0625,-1.00104166666667,61.6239583333336,"1"
357,364,0.792,2.012,0.949,3.9,6.55633544921875,0.108638743455497,0.0683246073298428,41.0446727748692,"1"
43,57,0.945,1.119,0.981,1.687,11.7131958007812,0.0642857142857143,-0.622857142857144,79.0271428571428,"1"
